0.0167, 1, 0
0.0334, 0, 0
0.0501, 1, 1
0.0668, 0, 0
0.0835, 1, 0
0.1002, 0, 0
0.1169, 1, 0
0.1336, 0, 0
0.1503, 1, 0
0.167, 0, 0
0.1837, 0, 0
0.2004, 1, 0
0.2171, 0, 0
0.2338, 0, 0
0.2505, 1, 0
0.2672, 0, 0
0.2839, 0, 0
0.3006, 1, 0
0.3173, 0, 0
0.334, 0, 0
0.3507, 0, 0
0.3674, 0, 0
0.3841, 0, 0
0.4008, 0, 0
0.4175, 0, 0
0.4342, 0, 0
0.4509, 0, 0
0.4676, 0, 0
0.4843, 0, 0
0.501, 0, 0
0.5177, 0, 0
0.5344, 0, 0
0.5511, 0, 0
0.5678, 0, 0
0.5845, 0, 0
0.6012, 0, 0
0.6179, 0, 0
0.6346, 0, 0
0.6513, 0, 0
0.668, 0, 0
0.6847, 0, 0
0.7014, 0, 0
0.7181, 0, 0
0.7348, 0, 0
0.7515, 0, 0
0.7682, 0, 0
0.7849, 0, 0
0.8016, 0, 0
0.8183, 1, 0
0.835, 0, 0
0.8517, 0, 0
0.8684, 0, 0
0.8851, 0, 0
0.9018, 0, 0
0.9185, 0, 0
0.9352, 0, 0
0.9519, 0, 0
0.9686, 0, 0
0.9853, 0, 0
1.002, 0, 0
1.0187, 0, 0
1.0354, 0, 0
1.0521, 0, 0
1.0688, 0, 0
1.0855, 0, 0
1.1022, 0, 0
1.1189, 0, 0
1.1356, 0, 0
1.1523, 0, 0
1.169, 1, 0
1.1857, 0, 0
1.2024, 0, 0
1.2191, 0, 0
1.2358, 0, 0
1.2525, 0, 0
1.2692, 0, 0
1.2859, 0, 0
1.3026, 0, 0
1.3193, 0, 0
1.336, 0, 0
1.3527, 0, 0
1.3694, 0, 0
1.3861, 0, 0
1.4028, 0, 0
1.4195, 0, 0
1.4362, 0, 0
1.4529, 0, 0
1.4696, 1, 0
1.4863, 0, 0
1.503, 0, 0
1.5197, 0, 0
1.5364, 0, 0
1.5531, 0, 0
1.5698, 0, 0
1.5865, 0, 0
1.6032, 0, 0
1.6199, 0, 0
1.6366, 0, 0
1.6533, 0, 0
1.67, 0, 0
1.6867, 0, 0
1.7034, 0, 0
1.7201, 0, 0
1.7368, 0, 0
1.7535, 0, 0
1.7702, 0, 0
1.7869, 0, 0
1.8036, 0, 0
1.8203, 0, 0
1.837, 0, 0
1.8537, 0, 0
1.8704, 0, 0
1.8871, 0, 0
1.9038, 1, 0
1.9205, 0, 0
1.9372, 0, 0
1.9539, 0, 0
1.9706, 0, 0
1.9873, 0, 0
2.004, 0, 0
2.0207, 0, 0
2.0374, 0, 0
2.0541, 0, 0
2.0708, 1, 0
2.0875, 0, 0
2.1042, 0, 0
2.1209, 0, 0
2.1376, 0, 0
2.1543, 0, 0
2.171, 0, 0
2.1877, 0, 0
2.2044, 0, 0
2.2211, 0, 0
2.2378, 0, 0
2.2545, 0, 0
2.2712, 0, 0
2.2879, 0, 0
2.3046, 0, 0
2.3213, 0, 0
2.338, 0, 0
2.3547, 0, 0
2.3714, 0, 0
2.3881, 0, 1
2.4048, 0, 0
2.4215, 0, 0
2.4382, 0, 0
2.4549, 0, 0
2.4716, 0, 0
2.4883, 0, 0
2.505, 0, 0
2.5217, 0, 0
2.5384, 0, 0
2.5551, 0, 0
2.5718, 1, 0
2.5885, 0, 0
2.6052, 0, 0
2.6219, 0, 0
2.6386, 0, 0
2.6553, 0, 0
2.672, 0, 0
2.6887, 0, 0
2.7054, 0, 0
2.7221, 0, 0
2.7388, 0, 0
2.7555, 0, 0
2.7722, 0, 0
2.7889, 0, 0
2.8056, 1, 0
2.8223, 0, 0
2.839, 0, 0
2.8557, 0, 0
2.8724, 0, 0
2.8891, 0, 0
2.9058, 0, 0
2.9225, 0, 0
2.9392, 0, 0
2.9559, 0, 0
2.9726, 0, 0
2.9893, 0, 0
3.006, 0, 0
3.0227, 0, 0
3.0394, 0, 0
3.0561, 0, 0
3.0728, 0, 0
3.0895, 0, 0
3.1062, 0, 0
3.1229, 0, 0
3.1396, 0, 0
3.1563, 0, 0
3.173, 0, 0
3.1897, 0, 0
3.2064, 0, 0
3.2231, 0, 0
3.2398, 0, 0
3.2565, 1, 0
3.2732, 0, 0
3.2899, 0, 0
3.3066, 0, 0
3.3233, 0, 0
3.34, 0, 0
3.3567, 0, 0
3.3734, 0, 0
3.3901, 0, 0
3.4068, 0, 0
3.4235, 0, 0
3.4402, 0, 0
3.4569, 0, 0
3.4736, 0, 0
3.4903, 0, 0
3.507, 0, 0
3.5237, 0, 0
