0, 0, 0.399114
0, 0, 0.399114
0.0001, 0.0002, 0.399154
0.0002, 0.0004, 0.399193
0.0003, 0.000599999, 0.399232
0.0004, 0.000799997, 0.399269
0.0005, 0.000999993, 0.399306
0.0006, 0.00119999, 0.399341
0.0007, 0.00139998, 0.399376
0.0008, 0.00159997, 0.39941
0.0009, 0.00179995, 0.399443
0.001, 0.00199993, 0.399475
0.0011, 0.00219991, 0.399507
0.0012, 0.00239988, 0.399538
0.0013, 0.00259985, 0.399568
0.0014, 0.00279981, 0.399597
0.0015, 0.00299977, 0.399625
0.0016, 0.00319972, 0.399653
0.0017, 0.00339967, 0.39968
0.0018, 0.0035996, 0.399706
0.0019, 0.00379954, 0.399732
0.002, 0.00399946, 0.399757
0.0021, 0.00419938, 0.399781
0.0022, 0.00439928, 0.399805
0.0023, 0.00459918, 0.399828
0.0024, 0.00479907, 0.39985
0.0025, 0.00499896, 0.399872
0.0026, 0.00519883, 0.399893
0.0027, 0.00539869, 0.399914
0.0028, 0.00559855, 0.399934
0.0029, 0.00579839, 0.399953
0.003, 0.00599822, 0.399972
0.0031, 0.00619805, 0.399991
0.0032, 0.00639786, 0.400008
0.0033, 0.00659766, 0.400026
0.0034, 0.00679745, 0.400043
0.0035, 0.00699723, 0.400059
0.0036, 0.007197, 0.400075
0.0037, 0.00739675, 0.40009
0.0038, 0.00759649, 0.400105
0.0039, 0.00779622, 0.40012
0.004, 0.00799594, 0.400134
0.0041, 0.00819565, 0.400147
0.0042, 0.00839534, 0.40016
0.0043, 0.00859502, 0.400173
0.0044, 0.00879468, 0.400185
0.0045, 0.00899433, 0.400197
0.0046, 0.00919397, 0.400208
0.0047, 0.00939359, 0.400219
0.0048, 0.0095932, 0.40023
0.0049, 0.00979279, 0.40024
0.005, 0.00999237, 0.40025
0.0051, 0.0101919, 0.40026
0.0052, 0.0103915, 0.400269
0.0053, 0.010591, 0.400278
0.0054, 0.0107905, 0.400286
0.0055, 0.01099, 0.400294
0.0056, 0.0111895, 0.400302
0.0057, 0.011389, 0.400309
0.0058, 0.0115885, 0.400316
0.0059, 0.0117879, 0.400323
0.006, 0.0119873, 0.400329
0.0061, 0.0121867, 0.400335
0.0062, 0.0123861, 0.400341
0.0063, 0.0125855, 0.400347
0.0064, 0.0127849, 0.400352
0.0065, 0.0129842, 0.400357
0.0066, 0.0131835, 0.400361
0.0067, 0.0133828, 0.400366
0.0068, 0.0135821, 0.40037
0.0069, 0.0137814, 0.400373
0.007, 0.0139806, 0.400377
0.0071, 0.0141799, 0.40038
0.0072, 0.0143791, 0.400383
0.0073, 0.0145783, 0.400386
0.0074, 0.0147775, 0.400388
0.0075, 0.0149766, 0.40039
0.0076, 0.0151758, 0.400392
0.0077, 0.0153749, 0.400394
0.0078, 0.015574, 0.400395
0.0079, 0.0157731, 0.400397
0.008, 0.0159722, 0.400398
0.0081, 0.0161712, 0.400398
0.0082, 0.0163703, 0.400399
0.0083, 0.0165693, 0.400399
0.0084, 0.0167683, 0.400399
0.0085, 0.0169673, 0.400399
0.0086, 0.0171662, 0.400399
0.0087, 0.0173651, 0.400398
0.0088, 0.0175641, 0.400398
0.0089, 0.017763, 0.400397
0.009, 0.0179618, 0.400395
0.0091, 0.0181607, 0.400394
0.0092, 0.0183595, 0.400393
0.0093, 0.0185583, 0.400391
0.0094, 0.0187571, 0.400389
0.0095, 0.0189559, 0.400387
0.0096, 0.0191547, 0.400385
0.0097, 0.0193534, 0.400382
0.0098, 0.0195521, 0.400379
0.0099, 0.0197508, 0.400377
0.01, 0.0199495, 0.400374
0.0101, 0.0201482, 0.400371
0.0102, 0.0203468, 0.400367
0.0103, 0.0205454, 0.400364
0.0104, 0.020744, 0.40036
0.0105, 0.0209426, 0.400356
0.0106, 0.0211411, 0.400352
0.0107, 0.0213396, 0.400348
0.0108, 0.0215381, 0.400344
0.0109, 0.0217366, 0.400339
0.011, 0.0219351, 0.400335
0.0111, 0.0221335, 0.40033
0.0112, 0.022332, 0.400325
0.0113, 0.0225304, 0.40032
0.0114, 0.0227287, 0.400315
0.0115, 0.0229271, 0.40031
0.0116, 0.0231254, 0.400304
0.0117, 0.0233237, 0.400299
0.0118, 0.023522, 0.400293
0.0119, 0.0237203, 0.400287
0.012, 0.0239186, 0.400281
0.0121, 0.0241168, 0.400275
0.0122, 0.024315, 0.400269
0.0123, 0.0245132, 0.400263
0.0124, 0.0247113, 0.400256
0.0125, 0.0249095, 0.400249
0.0126, 0.0251076, 0.400243
0.0127, 0.0253057, 0.400236
0.0128, 0.0255037, 0.400229
0.0129, 0.0257018, 0.400222
0.013, 0.0258998, 0.400215
0.0131, 0.0260978, 0.400207
0.0132, 0.0262958, 0.4002
0.0133, 0.0264938, 0.400192
0.0134, 0.0266917, 0.400185
